,abstract,abstract-zh,authors,date,title,title-de,title-zh,url
40,Test case prioritization focuses on finding a suitable order of execution of the test cases in a test suite to meet some performance goals like detecting faults early. It is likely that some test cases execute the program parts that are more prone to errors and will detect more errors if executed early during the testing process. Finding an optimal order of execution for the selected regression test cases saves time and cost of retesting. This paper presents a static approach to prioritizing the test cases by computing the affected component coupling (ACC) of the affected parts of object-oriented programs. We construct a graph named affected slice graph (ASG) to represent these affected program parts.We determine the fault-proneness of the nodes of ASG by computing their respective ACC values. We assign higher priority to those test cases that cover the nodes with higher ACC values. Our analysis with mutation faults shows that the test cases executing the fault-prone program parts have a higher chance to reveal faults earlier than other test cases in the test suite. The result obtained from seven case studies justifies that our approach is feasible and gives acceptable performance in comparison to some existing techniques.,"测试案例的优先排序侧重于在测试套件中找到测试案例的适当执行顺序,以便达到某些性能目标,例如早期发现故障; 某些测试案例执行的程序部分可能比较容易出错,如果在测试过程早期执行,则会发现更多的错误; 为选定的回归测试案例寻找最佳执行顺序可以节省时间和重新测试费用; 本文介绍了一种静态的方法,通过计算目标导向程序受影响部分的受影响部分组合(ACC)来排列测试案例的优先顺序; 我们为代表这些受影响的程序部分制作了一个图表(ASG)。 我们通过计算相应的ACC值来确定ASG节点的易出错性。 我们更优先考虑那些包含ACC较高值的节点的测试案例。 我们对突变错误的分析表明,执行错误多部分的测试案例比测试套件中其他测试案例更早地揭示错误的可能性更大。 从七个案例研究中得出的结果证明,我们的方法是可行的,并且与某些现有技术相比,我们的工作表现得令人接受。","S. Panda, D. Munjal, D. P. Mohapatra",2025-08-26T14:14:47Z,A Slice-Based Change Impact Analysis for Regression Test Case   Prioritization of Object-Oriented Programs,Eine Slice-Based Change Impact Analyse für Regression Test Case Priorisierung von objektorientierten Programmen,对对象方案回归试验案例优先排序进行以切片为基础的变化影响分析,http://arxiv.org/abs/2508.19056v1
41,"Beyond scratch coding, exploiting large-scale code repositories (e.g., GitHub) for practical tasks is vital in real-world software development, yet current benchmarks rarely evaluate code agents in such authentic, workflow-driven scenarios. To bridge this gap, we introduce GitTaskBench, a benchmark designed to systematically assess this capability via 54 realistic tasks across 7 modalities and 7 domains. Each task pairs a relevant repository with an automated, human-curated evaluation harness specifying practical success criteria. Beyond measuring execution and task success, we also propose the alpha-value metric to quantify the economic benefit of agent performance, which integrates task success rates, token cost, and average developer salaries. Experiments across three state-of-the-art agent frameworks with multiple advanced LLMs show that leveraging code repositories for complex task solving remains challenging: even the best-performing system, OpenHands+Claude 3.7, solves only 48.15% of tasks. Error analysis attributes over half of failures to seemingly mundane yet critical steps like environment setup and dependency resolution, highlighting the need for more robust workflow management and increased timeout preparedness. By releasing GitTaskBench, we aim to drive progress and attention toward repository-aware code reasoning, execution, and deployment -- moving agents closer to solving complex, end-to-end real-world tasks. The benchmark and code are open-sourced at https://github.com/QuantaAlpha/GitTaskBench.","除抓破编码外,利用大型代码库(例如,GitHub)执行实际任务对于现实世界软件开发至关重要,但目前的基准很少在这种真实的、工作流程驱动的情景中评价代码代理商。为了缩小这一差距,我们引入了GitTaskBench,这是一个基准,目的是通过7种模式和7个领域54项现实的任务系统评估这一能力。每个任务将相关存储库配对成一个自动的、人性化的评价工具,具体指明实际成功标准。除了衡量执行和任务成功与否之外,我们还提议一个阿尔法值衡量标准,以量化代理商业绩的经济效益,其中包括任务成功率、象征性成本和平均开发者工资。三个最先进的代理商框架与多个高级LLMS的实验表明,利用代码库进行复杂任务解决仍然具有挑战性:即使是最佳的系统,OpenHands+Claude 3.7, 也只解决48.15%的任务。错误分析将似乎不成熟但关键的步骤(例如环境设置和依赖决议)的一半归为一半,强调需要更稳健的工作流程管理,并增加时间准备。 将GTask-stsk Stalxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","Ziyi Ni, Huacan Wang, Shuo Zhang, Shuo Lu, Ziyang He, Wang You, Zhenheng Tang, Yuntao Du, Bill Sun, Hongzhang Liu, Sen Hu, Ronghao Chen, Bo Li, Xin Li, Chen Hu, Binxing Jiao, Daxin Jiang, Pin Lyu",2025-08-26T12:48:05Z,GitTaskBench: A Benchmark for Code Agents Solving Real-World Tasks   Through Code Repository Leveraging,"GitTaskBench: Ein Benchmark für Code-Agenten, die reale Aufgaben durch Code-Repository lösen",GitTaskBench:通过代码存储器杠杆化解决现实世界任务的代码代理的基准,http://arxiv.org/abs/2508.18993v1
42,"Testing compilers with AI models, especially large language models (LLMs), has shown great promise. However, current approaches struggle with two key problems: The generated programs for testing compilers are often too simple, and extensive testing with the LLMs is computationally expensive. In this paper, we propose a novel compiler testing framework that decouples the testing process into two distinct phases: an offline phase and an online phase. In the offline phase, we use LLMs to generate a collection of small but feature-rich code pieces. In the online phase, we reuse these code pieces by strategically combining them to build high-quality and valid test programs, which are then used to test compilers.   We implement this idea in a tool, LegoFuzz, for testing C compilers. The results are striking: we found 66 bugs in GCC and LLVM, the most widely used C compilers. Almost half of the bugs are miscompilation bugs, which are serious and hard-to-find bugs that none of the existing LLM-based tools could find. We believe this efficient design opens up new possibilities for using AI models in software testing beyond just C compilers.","使用 AI 模型, 特别是大型语言模型( LLMS ) 的测试汇编者测试器已经显示出巨大的希望。 然而, 目前的方法在两个关键问题上遇到了巨大的挑战: 生成的测试汇编者程序往往过于简单, 并且与 LLMS 进行的广泛测试成本很高。 在本文中, 我们提议了一个新型的汇编者测试框架, 将测试进程分为两个不同的阶段: 一个离线阶段和一个在线阶段。 在离线阶段, 我们使用 LLMs 生成一个小型但具有地物丰富特性的代码片集。 在在线阶段, 我们重新使用这些代码片进行战略整合, 以建立高质量和有效的测试程序, 然后用于测试汇编者。 我们用一个工具( LegoFuzz ) 实施这个概念, 用于测试 C 编纂者。 结果是惊人的 : 我们在 GCC 和 LLVMM 中发现了66 个错误, 最常用的 C 编译者器。 几乎一半 的错误是错误, 这些错误是严重和难以找到的错误。 在现有的 LLM 工具中找不到的错误。 我们相信, 有效的设计会打开新的机会在 C 的软件测试中使用 。","Yunbo Ni, Shaohua Li",2025-08-26T11:49:58Z,Interleaving Large Language Models for Compiler Testing,Interleaving große Sprachmodelle für Compiler-Testing,用于汇编者测试的中间大语言模型,http://arxiv.org/abs/2508.18955v1
43,"Background: Static Code Analysis (SCA) tools are widely adopted to enforce code quality standards. However, little is known about how open-source projects use and customize these tools. Aims: This paper investigates how GitHub projects use and customize a popular SCA tool, namely SonarQube Cloud. Method: We conducted a mining study of GitHub projects that are linked through GitHub Actions to SonarQube Cloud projects. Results: Among 321 GitHub projects using SonarQube Cloud, 81% of them are correctly connected to SonarQube Cloud projects, while others exhibit misconfigurations or restricted access. Among 265 accessible SonarQube Cloud projects, 75% use the organization's default quality gate, i.e., a set of conditions that deployed source code must meet to pass automated checks. While 55% of the projects use the built-in quality gate provided by SonarQube Cloud, 45% of them customize their quality gate with different conditions. Overall, the most common quality conditions align with SonarQube Cloud's ""Clean as You Code"" principle and enforce security, maintainability, reliability, coverage, and a few duplicates on newly added or modified source code. Conclusions: Many projects rely on predefined configurations, yet a significant portion customize their configurations to meet specific quality goals. Building on our initial results, we envision a future research agenda linking quality gate configurations to actual software outcomes (e.g., improvement of software security). This would enable evidence-based recommendations for configuring SCA tools like SonarQube Cloud in various contexts.","常规代码分析(SCA) 工具被广泛采用, 以强制实施代码质量标准。 但是, 开放源码项目使用和定制这些工具的情况鲜为人知。 目标 : 本文调查 GitHub 项目如何使用并定制一个流行的 CAS 工具, 即 SonarQube Cloud 。 方法 : 我们对 GitHub 项目进行了采矿研究, 通过 GitHub 行动连接到 SonarQube Cloud 项目。 结果 : 在使用 SonarQube Cloud 的 321 GitHub 项目中, 81% 与 SonarQube Cloud 项目连接正确, 而其他项目则显示配置错误配置或限制访问权限。 在可访问的 265 SonarQube Cloud项目中, 75% 使用组织默认质量工具使用默认的大门, 也就是说, 部署源的可靠度( ) , 包括我们定义的具体目标。","Sabato Nocera, Davide Fucci, Giuseppe Scanniello",2025-08-26T08:54:27Z,Dealing with SonarQube Cloud: Initial Results from a Mining Software   Repository Study,Umgang mit SonarQube Cloud: Erste Ergebnisse einer Mining Software Repository Studie,处理声纳Qube云:采矿软件仓库研究的初步结果,http://arxiv.org/abs/2508.18816v1
44,"AI-based code review tools automatically review and comment on pull requests to improve code quality. Despite their growing presence, little is known about their actual impact. We present a large-scale empirical study of 16 popular AI-based code review actions for GitHub workflows, analyzing more than 22,000 review comments in 178 repositories. We investigate (1) how these tools are adopted and configured, (2) whether their comments lead to code changes, and (3) which factors influence their effectiveness. We develop a two-stage LLM-assisted framework to determine whether review comments are addressed, and use interpretable machine learning to identify influencing factors. Our findings show that, while adoption is growing, effectiveness varies widely. Comments that are concise, contain code snippets, and are manually triggered, particularly those from hunk-level review tools, are more likely to result in code changes. These results highlight the importance of careful tool design and suggest directions for improving AI-based code review systems.","基于AI的代码审查工具自动地审查和评论用于提高代码质量的拉动请求。尽管这些工具的存在越来越多,但它们的实际影响却鲜为人知。我们对GitHub工作流程的16项基于AI的代码审查行动进行了大规模的经验性研究,分析了178个储存库中超过22 000项审查评论。我们调查:(1)这些工具是如何采用和配置的,(2)它们的评论是否导致代码变化,(3)哪些因素影响其效力。我们开发了一个由LLM协助的两阶段框架,以确定审查评论是否得到处理,并使用可解释的机器学习来确定影响因素。我们的调查结果显示,虽然采用的情况在增加,但效果却大不相同。简要的评论,包含代码片段以及人工触发的,特别是来自hunk级审查工具的评论,更有可能导致代码变化。这些结果突出表明了谨慎的工具设计的重要性,并提出了改进基于AI的代码审查系统的方向。","Kexin Sun, Hongyu Kuang, Sebastian Baltes, Xin Zhou, He Zhang, Xiaoxing Ma, Guoping Rong, Dong Shao, Christoph Treude",2025-08-26T07:55:23Z,Does AI Code Review Lead to Code Changes? A Case Study of GitHub Actions,Führt der AI-Code zu Code-Änderungen? Eine Fallstudie über GitHub-Maßnahmen,大赦国际的《守则》是否审查导致改变守则的《守则》?,http://arxiv.org/abs/2508.18771v1
45,"Machine Learning (ML) has been integrated into various software and systems. Two main components are essential for training an ML model: the training data and the ML algorithm. Given the critical role of data in ML system development, it has become increasingly important to assess the quality of data attributes and ensure that the data meets specific requirements before its utilization. This work proposes an approach to guide non-experts in identifying data requirements for ML systems using goal modeling. In this approach, we first develop the Data Requirement Goal Model (DRGM) by surveying the white literature to identify and categorize the issues and challenges faced by data scientists and requirement engineers working on ML-related projects. An initial DRGM was built to accommodate common tasks that would generalize across projects. Then, based on insights from both white and gray literature, a customization mechanism is built to help adjust the tasks, KPIs, and goals' importance of different elements within the DRGM. The generated model can aid its users in evaluating different datasets using GRL evaluation strategies. We then validate the approach through two illustrative examples based on real-world projects. The results from the illustrative examples demonstrate that the data requirements identified by the proposed approach align with the requirements of real-world projects, demonstrating the practicality and effectiveness of the proposed framework. The proposed dataset selection customization mechanism and the proposed DRGM are helpful in guiding non-experts in identifying the data requirements for machine learning systems tailored to a specific ML problem. This approach also aids in evaluating different dataset alternatives to choose the optimum dataset for the problem. For future work, we recommend implementing tool support to generate the DRGM based on a chatbot interface.","将机器学习(ML)纳入各种软件和系统。两个主要组成部分对培训ML模型至关重要:培训数据和ML算法。鉴于数据在ML系统开发中的关键作用,评估数据属性质量和确保数据在使用前满足具体要求已变得日益重要。这项工作提出了指导非专家使用目标模型确定ML系统数据要求的方法。在这个方法中,我们首先通过调查白色文献来开发数据需求目标模型(DRGM),以便确定和分类数据科学家和从事ML相关项目的需求工程师所面临的问题和挑战。鉴于数据在ML系统开发中的关键作用,初步DRGM已经建立,以适应所有项目的共同任务。然后,根据白白和灰文献的洞见,建立一个定制机制,帮助非专家调整任务、KPI和DRMGM内部不同要素的重要性。生成的模型可以帮助用户使用GRL系统评估不同的数据集。我们随后通过基于实体项目的两个示例来验证这一方法。在实际数据库中,通过说明性化的范例来评估拟议的数据选择工具选择机制中的拟议数据选择要求。","Asma Yamani, Nadeen AlAmoudi, Salma Albilali, Malak Baslyman, Jameleddine Hassine",2025-08-26T07:16:07Z,Data Requirement Goal Modeling for Machine Learning Systems,Datenanforderung Zielmodellierung für maschinelle Lernsysteme,机构学习系统的数据需求目标建模,http://arxiv.org/abs/2504.07664v2
46,"Regular Expression Denial of Service (ReDoS) is a vulnerability class that has become prominent in recent years. Attackers can weaponize such weaknesses as part of asymmetric cyberattacks that exploit the slow worst-case matching time of regular expression (regex) engines. In the past, problematic regexes have led to outages at Cloudflare and Stack Overflow, showing the severity of the problem. While ReDoS has drawn significant research attention, there has been no systematization of knowledge to delineate the state of the art and identify opportunities for further research. In this paper, we describe the existing knowledge on ReDoS. We first provide a systematic literature review, discussing approaches for detecting, preventing, and mitigating ReDoS vulnerabilities. Then, our engineering review surveys the latest regex engines to examine whether and how ReDoS defenses have been realized. Combining our findings, we observe that (1) in the literature, almost no studies evaluate whether and how ReDoS vulnerabilities can be weaponized against real systems, making it difficult to assess their real-world impact; and (2) from an engineering view, many mainstream regex engines have introduced partial or full ReDoS defenses, rendering many threat models obsolete. We conclude by highlighting avenues for future work. The open challenges in ReDoS research are to evaluate emerging defenses and support engineers in migrating to defended engines. We also highlight the parallel between performance bugs and asymmetric DoS, and we argue that future work should capitalize more on this similarity and adopt a more systematic view on ReDoS-like vulnerabilities.","定期拒绝服务( ReDoS) 是近年来变得十分突出的一个脆弱性类别。 攻击者可以将这些弱点作为不对称网络攻击的一部分,作为不对称网络攻击的一部分,武器化,利用常规表达( regex) 引擎中最差情况最慢的匹配时间,利用常规表达( regex) 引擎这一最差情况来消除这些弱点。 过去, 问题 Regex 曾导致Cloudflare 和 Stack overflorrent 的退出, 显示了问题的严重性。 ReDoS 吸引了大量研究的注意力, 但却没有系统化的知识来界定最新技术, 来界定最新技术, 并找出进一步研究的机会。 在本文中, 我们描述关于ReDoS 的现有知识, 我们首先提供系统化的文献审查, 讨论探测、 预防和减轻 ReDex 弱点的方法。 然后, 我们研究最新的ReS 将最新的regex 系统化的引擎引入了系统化的S 。","Masudul Hasan Masud Bhuiyan, Berk Çakar, Ethan H. Burmane, James C. Davis, Cristian-Alexandru Staicu",2025-08-26T05:15:16Z,SoK: A Literature and Engineering Review of Regular Expression Denial of   Service (ReDoS),SoK: Eine Literatur- und Engineering-Überprüfung des regulären Ausdrucks Denial of Service (ReDoS),SoK:定期公开拒绝服役的文学和工程审查(ReDoS),http://arxiv.org/abs/2406.11618v4
47,"Automated code generation has long been considered the holy grail of software engineering. The emergence of Large Language Models (LLMs) has catalyzed a revolutionary breakthrough in this area. However, existing methods that only rely on LLMs remain inadequate in the quality of generated code, offering no guarantees of satisfying practical requirements. They lack a systematic strategy for requirements development and modeling. Recently, LLM-based agents typically possess powerful abilities and play an essential role in facilitating the alignment of LLM outputs with user requirements. In this paper, we envision the first multi-agent framework for reliable code generation based on \textsc{re}quirements \textsc{de}velopment and \textsc{fo}rmalization, named \textsc{ReDeFo}. This framework incorporates three agents, highlighting their augmentation with knowledge and techniques of formal methods, into the requirements-to-code generation pipeline to strengthen quality assurance. The core of \textsc{ReDeFo} is the use of formal specifications to bridge the gap between potentially ambiguous natural language requirements and precise executable code. \textsc{ReDeFo} enables rigorous reasoning about correctness, uncovering hidden bugs, and enforcing critical properties throughout the development process. In general, our framework aims to take a promising step toward realizing the long-standing vision of reliable, auto-generated software.","长久以来,自动化代码生成一直被认为是软件工程的神圣基石。大型语言模型的出现催化了这一领域的革命性突破。然而,仅依赖LLOMs的现有方法在生成代码的质量方面仍然不足,无法保证满足实际要求。它们缺乏系统化的需求开发和建模战略。最近,基于LLM的代理商通常拥有强大的能力,在推动LLM产出与用户要求保持一致方面发挥着必不可少的作用。在本文件中,我们设想了第一个基于\ textsc{require)的可靠代码生成的多试剂框架。然而,仅依赖LLMs的现有方法在生成代码的质量方面仍然不够完善,没有提供满足实际要求的保障。这个框架包含三个代理商,强调它们通过正规方法的知识和技能而得到增强,在加强质量保证的要求-编码生成管道中发挥着必不可少的作用。 Textsc{ReFo}的核心是使用正式的规格,以弥合潜在模糊的自然语言要求与精确的可执行性代码之间的差距。 重新定义和精确的加密的系统化的系统化的系统化框架,能够实现整个不断的系统化的系统化的系统化。","Xu Lu, Weisong Sun, Yiran Zhang, Ming Hu, Cong Tian, Zhi Jin, Yang Liu",2025-08-26T04:45:04Z,Requirements Development and Formalization for Reliable Code Generation:   A Multi-Agent Vision,Anforderungen Entwicklung und Formalisierung für eine zuverlässige Codegenerierung: Multi-Agent Vision,为可靠代码生成制定和正规化要求:多机构愿景,http://arxiv.org/abs/2508.18675v1
48,"Large language models (LLMs) are increasingly deployed through open-source and commercial frameworks, enabling individuals and organizations to self-host advanced LLM capabilities. As LLM deployments become prevalent, particularly in industry, ensuring their secure and reliable operation has become a critical issue. However, insecure defaults and misconfigurations often expose LLM services to the public internet, posing serious security and system engineering risks. This study conducted a large-scale empirical investigation of public-facing LLM deployments, focusing on the prevalence of services, exposure characteristics, systemic vulnerabilities, and associated risks. Through internet-wide measurements, we identified 320,102 public-facing LLM services across 15 frameworks and extracted 158 unique API endpoints, categorized into 12 functional groups based on functionality and security risk. Our analysis found that over 40% of endpoints used plain HTTP, and over 210,000 endpoints lacked valid TLS metadata. API exposure was highly inconsistent: some frameworks, such as Ollama, responded to over 35% of unauthenticated API requests, with about 15% leaking model or system information, while other frameworks implemented stricter controls. We observed widespread use of insecure protocols, poor TLS configurations, and unauthenticated access to critical operations. These security risks, such as model leakage, system compromise, and unauthorized access, are pervasive and highlight the need for a secure-by-default framework and stronger deployment practices.","大型语言模型(LLMS)越来越多地通过开放源码和商业框架进行部署,使个人和组织能够自我主办先进的LLM能力。随着LLM部署变得普遍,特别是在行业中,确保其安全和可靠运作已成为一个关键问题。然而,不安全的默认和错误配置往往使LLM服务暴露在公共互联网上,造成严重的安保和系统工程风险。这项研究对以公众为主的LLM部署进行了大规模的经验性调查,重点是服务普及情况、暴露特征、系统脆弱性和相关风险。通过全互联网的测量,我们确定了15个框架的320 102个公共应用LM服务,并提取了158个独特的API终端点,根据功能和安全风险分为12个功能组。我们的分析发现,超过40%的终端使用普通HTTP,超过210 000个端点缺乏有效的TLS元数据。 API接触高度不一致:一些框架,如Ollama, 回应了超过35%未经认证的API请求,其中大约15%的模型或系统信息泄漏,而其他框架则执行更严格的安全访问控制。我们观察了不安全性规则,这些安全访问协议的使用非常困难,这些系统需要。","Xinyi Hou, Jiahao Han, Yanjie Zhao, Haoyu Wang",2025-08-26T03:35:10Z,Unveiling the Landscape of LLM Deployment in the Wild: An Empirical   Study,Enthüllen der Landschaft der LLM-Einsatz in der Wildnis: Eine empirische Studie,在野外部署LLM的景观:经验研究,http://arxiv.org/abs/2505.02502v2
49,"Log analysis represents a critical sub-domain within AI applications that facilitates automatic approaches to fault and error management of large-scaled software systems, saving labors of traditional manual methods. While existing solutions using large language models (LLMs) show promise, they are limited by a significant domain gap between natural and log languages (the latter contains rich domain-specific tokens such as status codes, IP addresses, resource pathes), which restricts their effectiveness in real-world applications. However, directly adapting general-purpose LLMs to log analysis using raw logs may degrade their performance due to inconsistent token distribution. In this paper, we present a domain adaptation approach that addresses these limitations by integrating interpretable domain knowledge into open-source LLMs through continual pre-training (CPT), which bridges this domain gap by adapting LLMs on interpretable natural texts with log knowledge (instead of raw logs) to reduce distribution discrepancy. To achieve this, we developed NLPLog, a comprehensive dataset containing over 250,000 question-answer pairs on log-related knowledge. Our resulting model, SuperLog, achieves the best performance across four log analysis tasks, with an average accuracy improvement of 12.01% over the second-best model. Ablation study also suggests advantages of domain adaption using interpretable log knowledge over using raw logs.","日志分析是AI应用中一个至关重要的子领域,它有助于对大型软件系统的错误和错误管理采取自动办法,保存传统手工方法的劳动力。虽然使用大型语言模型的现有解决方案显示了希望。虽然使用大型语言模型(LLMs)的现有解决方案显示了希望,但它们受到自然语言和日志语言(后者含有丰富的特定域标语,如身份代码、IP地址、资源路径等)之间巨大的领域差距的限制,从而限制了它们在现实应用中的有效性。然而,直接将通用LMs用于原始日志的日志分析,可能会由于符号分布不一致而降低其性能。在本文中,我们提出了一个域适应方法,通过持续的培训前(CPT)将可解释的域知识纳入开源LMs,将这一域差距缩小,通过调整LLMs在具有日志知识(而不是原始日志)的可解释性自然文本上的显著差距,以减少分布差异。为此,我们开发了NLPLPROg,一个包含250多个关于日志相关知识的问答组合的综合数据集。我们产生的模型, SuperLog, 实现了四个日志分析模型的最好的绩效,在4个日志分析模型中实现最佳的功能分析,同时使用可平均的精确度修正。","Yuhe Ji, Yilun Liu, Feiyu Yao, Minggui He, Shimin Tao, Xiaofeng Zhao, Su Chang, Xinhua Yang, Weibin Meng, Yuming Xie, Boxing Chen, Shenglin Zhang, Yongqian Sun",2025-08-26T03:33:18Z,Adapting Large Language Models to Log Analysis with Interpretable Domain   Knowledge,Anpassung großer Sprachmodelle an die Protokollanalyse mit interpretierbaren Domänenkenntnissen,调整大语言模型以进行有可解释域知识的日志分析,http://arxiv.org/abs/2412.01377v2
50,"Large language models (LLMs) have transformed code generation. However, most existing approaches focus on mainstream languages such as Python and Java, neglecting the Solidity language, the predominant programming language for Ethereum smart contracts. Due to the lack of adequate benchmarks for Solidity, LLMs' ability to generate secure, cost-effective smart contracts remains unexplored. To fill this gap, we construct SolEval, the first repository-level benchmark designed for Solidity smart contract generation, to evaluate the performance of LLMs on Solidity. SolEval consists of 1,507 samples from 28 different repositories, covering 6 popular domains, providing LLMs with a comprehensive evaluation benchmark. Unlike the existing Solidity benchmark, SolEval not only includes complex function calls but also reflects the real-world complexity of the Ethereum ecosystem by incorporating Gas@k and Vul@k. We evaluate 16 LLMs on SolEval, and our results show that the best-performing LLM achieves only 26.29% Pass@10, highlighting substantial room for improvement in Solidity code generation by LLMs. Additionally, we conduct supervised fine-tuning (SFT) on Qwen-7B using SolEval, resulting in a significant performance improvement, with Pass@5 increasing from 16.67% to 58.33%, demonstrating the effectiveness of fine-tuning LLMs on our benchmark. We release our data and code at https://github.com/pzy2000/SolEval.","大型语言模型(LLMS)改造了代码生成。然而,大多数现有方法侧重于主流语言,如Python和Java等主流语言,忽视了团结语言,这是Ethereum智能合同的主要编程语言。由于缺乏适当的团结基准,LLMS生成安全、成本效益高的智能合同的能力仍未开发出来。为了填补这一空白,我们建造了SolEval,这是为团结智能合同生成设计的第一个储存点一级基准,目的是评价团结智能合同生成的绩效。SolEval由来自28个不同储存库的1 507个样本组成,涵盖6个广受欢迎的领域,为LLMS提供了全面的评估基准。与现有的Solidity基准不同,SolEval不仅包括复杂的功能电话,而且还反映了Eceem生态系统在现实世界的复杂性,将Gas@k和Vul@k。我们评估了SolEval上16个LMSLMs,以及我们最优秀的LMM公司只达到26.29%/pass@10,强调了团结代码生成中的改进空间。此外,我们还监督了微调(SFT)在Sward-7BSildalmaxxxxxxxxxxxxxxxxxxxxxx","Zhiyuan Peng, Xin Yin, Rui Qian, Peiqin Lin, Yongkang Liu, Hao Zhang, Chenhao Ying, Yuan Luo",2025-08-26T03:30:39Z,SolEval: Benchmarking Large Language Models for Repository-level   Solidity Code Generation,SolEval: Benchmarking großer Sprachmodelle für Solidity Code-Generierung auf Repository-Ebene,SolEval:为仓库一级固体代码生成制定大语言模型基准,http://arxiv.org/abs/2502.18793v3
51,"LLM app stores are quickly emerging as platforms that gather a wide range of intelligent applications based on LLMs, giving users many choices for content creation, coding support, education, and more. However, the current methods for ranking and recommending apps in these stores mostly rely on static metrics like user activity and favorites, which makes it hard for users to efficiently find high-quality apps. To address these challenges, we propose LaQual, an automated framework for evaluating the quality of LLM apps. LaQual consists of three main stages: first, it labels and classifies LLM apps in a hierarchical way to accurately match them to different scenarios; second, it uses static indicators, such as time-weighted user engagement and functional capability metrics, to filter out low-quality apps; and third, it conducts a dynamic, scenario-adaptive evaluation, where the LLM itself generates scenario-specific evaluation metrics, scoring rules, and tasks for a thorough quality assessment. Experiments on a popular LLM app store show that LaQual is effective. Its automated scores are highly consistent with human judgments (with Spearman's rho of 0.62 and p=0.006 in legal consulting, and rho of 0.60 and p=0.009 in travel planning). By effectively screening, LaQual can reduce the pool of candidate LLM apps by 66.7% to 81.3%. User studies further confirm that LaQual significantly outperforms baseline systems in decision confidence, comparison efficiency (with average scores of 5.45 compared to 3.30), and the perceived value of its evaluation reports (4.75 versus 2.25). Overall, these results demonstrate that LaQual offers a scalable, objective, and user-centered solution for finding and recommending high-quality LLM apps in real-world use cases.","LLM 应用程序仓库正在迅速形成,作为平台,收集基于LLMM的范围广泛的智能应用程序,让用户在内容创建、编码支持、教育等方面有许多选择。然而,目前这些商店的排名和建议应用程序的方法大多依赖于静态计量,如用户活动和最喜欢的软件,这使得用户很难高效率地找到高质量的应用程序。为了应对这些挑战,我们提议LaQual,一个用于评价LLM应用程序质量的自动化框架。LaQual由三个主要阶段组成:第一,它以等级化方式标签和分类LM应用程序,以准确匹配不同情景;第二,它使用固定指标,如时间加权用户参与和功能能力计量,以过滤低质量的应用程序;第三,它进行动态的、情景适应性评价,LAQual,即LaQqual,即LaQqualal-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-l-s-s-s-l-l-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-s-s-s-s-s-sal-sal-al-al-al-al-al-al-al-al-al-al-al-al-al-al-al-s-s-l-s-s-s-s-l-l-al-al-al-al-al-al-al-al-al-al-al-al-al-al-l-al-l-l-l-l-l-l-l-l-al-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-i-l-l","Yan Wang, Xinyi Hou, Yanjie Zhao, Weiguo Lin, Haoyu Wang, Junjun Si",2025-08-26T03:25:49Z,LaQual: A Novel Framework for Automated Evaluation of LLM App Quality,LaQual: Ein neuartiges Framework für die automatisierte Bewertung der LLM App-Qualität,LaQual:LLM App 质量自动评价新颖框架,http://arxiv.org/abs/2508.18636v1
