,abstract,abstract-zh,authors,date,title,title-de,title-zh,url
10,"State Space Models (SSMs), like recent Mamba2, have achieved remarkable performance and received extensive attention. However, deploying Mamba2 on resource-constrained edge devices encounters many problems: severe outliers within the linear layer challenging the quantization, diverse and irregular element-wise tensor operations, and hardware-unfriendly nonlinear functions in the SSM block. To address these issues, this paper presents FastMamba, a dedicated accelerator on FPGA with hardware-algorithm co-design to promote the deployment efficiency of Mamba2. Specifically, we successfully achieve 8-bit quantization for linear layers through Hadamard transformation to eliminate outliers. Moreover, a hardware-friendly and fine-grained power-of-two quantization framework is presented for the SSM block and convolution layer, and a first-order linear approximation is developed to optimize the nonlinear functions. Based on the accurate algorithm quantization, we propose an accelerator that integrates parallel vector processing units, pipelined execution dataflow, and an efficient SSM Nonlinear Approximation Unit, which enhances computational efficiency and reduces hardware complexity. Finally, we evaluate FastMamba on Xilinx VC709 FPGA. For the input prefill task on Mamba2-130M, FastMamba achieves 68.80\times and 8.90\times speedup over Intel Xeon 4210R CPU and NVIDIA RTX 3090 GPU, respectively. In the output decode experiment with Mamba2-2.7B, FastMamba attains 6\times higher energy efficiency than RTX 3090 GPU.","国家空间模型(SSMM)与最近的Mamba2一样,已经取得了显著的绩效并得到广泛关注。然而,在资源限制的边缘装置上部署 Mamba2 遇到了许多问题:线性层内有严重的异常值,对量化、多元和不规则元素的振幅操作以及SSM区块内硬件不友好的非线性功能。为了解决这些问题,本文展示了FastMamba,这是FPGA上一个专用加速器,配有硬件-algorithm 共同设计,以提高 Mamba2 的部署效率。具体地说,我们成功地实现了线性层的8位四位四位四点四点四点四,通过Hadamard 实验性转换消除外层。此外,为SMSMSM和精密的二点四点四点四点四点四点四,为SM-90级五点四点四点四点四点四点四点四点四点四点四点四点四点四点四点四点四点四点四点四点四点四点四点四点四点四点四点四分。","Aotao Wang, Haikuo Shao, Shaobo Ma, Zhongfeng Wang",2025-07-28T13:28:06Z,FastMamba: A High-Speed and Efficient Mamba Accelerator on FPGA with   Accurate Quantization,FastMamba: Hochgeschwindigkeits- und Effizienter Mamba-Beschleuniger auf FPGA mit präziser Quantisierung,"FPGA 快速Mamba:一个高速度、高效的 Mamba 加速器,使用准确量化的 FPGA 加速器",http://arxiv.org/abs/2505.18975v4
11,"Large Language Model (LLM) inference becomes resource-intensive, prompting a shift toward low-bit model weights to reduce the memory footprint and improve efficiency. Such low-bit LLMs necessitate the mixed-precision matrix multiplication (mpGEMM), an important yet underexplored operation involving the multiplication of lower-precision weights with higher-precision activations. Off-the-shelf hardware does not support this operation natively, leading to indirect, thus inefficient, dequantization-based implementations.   In this paper, we study the lookup table (LUT)-based approach for mpGEMM and find that a conventional LUT implementation fails to achieve the promised gains. To unlock the full potential of LUT-based mpGEMM, we propose LUT Tensor Core, a software-hardware co-design for low-bit LLM inference. LUT Tensor Core differentiates itself from conventional LUT designs through: 1) software-based optimizations to minimize table precompute overhead and weight reinterpretation to reduce table storage; 2) a LUT-based Tensor Core hardware design with an elongated tiling shape to maximize table reuse and a bit-serial design to support diverse precision combinations in mpGEMM; 3) a new instruction set and compilation optimizations for LUT-based mpGEMM. LUT Tensor Core significantly outperforms existing pure software LUT implementations and achieves a 1.44$\times$ improvement in compute density and energy efficiency compared to previous state-of-the-art LUT-based accelerators.","大型语言模型(LLM) 推论成为资源密集型的大型语言模型(LLM) 推论成为资源密集型,促使转向低位模型重量,以减少记忆足迹并提高效率。这种低位LLMM 低位LOMS 需要混合精度矩阵倍增(mpGEMM ) , 这是一项重要但尚未充分探索的操作, 涉及低精度重量的倍增, 以及高精度启动。 现成硬件无法支持这项本地操作, 导致间接的、 效率低下的分解实施。 在本文中, 我们研究基于查找表( LUT) 的方法, 以降低记忆足足足量的存储量, 发现常规 LUT 执行无法实现承诺的收益。 为了释放基于 LUT 精度矩阵的组合, 我们提议LUT Tensor Core- Core Compressional 将 LGEODA 与现有精度精度版本的硬度组合组合, 一种基于LUT-S-BS-S-BS-BS-BS-BS-BS-SLEDRILEDF 版本的系统配置, 一个基于现有精度的硬度配置版本版本的版本版本版本版本版本版本版本版本版本版本版本的版本版本版本。","Zhiwen Mo, Lei Wang, Jianyu Wei, Zhichen Zeng, Shijie Cao, Lingxiao Ma, Naifeng Jing, Ting Cao, Jilong Xue, Fan Yang, Mao Yang",2025-07-28T10:09:27Z,LUT Tensor Core: A Software-Hardware Co-Design for LUT-Based Low-Bit LLM   Inference,LUT Tensor Core: Ein Software-Hardware-Co-Design für LUT-basierte Low-Bit LLM-Inferenz,LUT 信标核心:基于 LUT的低比低 LLM 推断的软件-硬件共同设计,http://arxiv.org/abs/2408.06003v3
12,"Convolution remains the most compute-intensive operation in AI acceleration, often constituting over 80-90% of the workload. Existing approaches in spatial architectures such as coarse-grained reconfigurable arrays (CGRAs) and field-programmable gate arrays (FPGAs) frequently rely on loop unrolling or GEMM-based matrix transformations, introducing significant overhead in both data movement and instruction control. This paper presents a new framework designed to systematically demystify the 7-dimensional convolution loop nest by reinterpreting it as a hardware-centric data and instruction streaming problem. Instead of treating the loop nest as a fixed computational construct, our approach exposes its structure as a set of spatial and temporal mappings governed by hardware parameters such as compute element distribution, interconnect topology, and reconfigurability. This abstraction supports lightweight, flexible deployment of convolution without reliance on heavyweight transformations or reordering schemes. We demonstrate the application of our approach on the MAVeC accelerator. We detail the implementation of convolution operations in MAVeC and extend the framework to support full model execution on VGG-16. Our profiling reveals high PE utilization (over 90%), significant fold reuse, and scalable throughput up to 1.56 TFLOPs/sec and 12.7 KIPS for end-to-end VGG-16 inference. These results validate the efficacy of our approach in minimizing control overhead, improving data locality, and enabling efficient large-scale convolution execution without reliance on conventional transformation-based methods.","在AI加速中,电离层仍然是最大的计算密集操作,通常占工作量的80-90%以上。现有空间结构方法,如粗微可重新配置的阵列(CGRAs)和实地可编程的门阵列(FPGAs)经常依赖环状滚动或GEMM基基矩阵变换,在数据移动和教学控制中引入大量间接费用。本文提出了一个新框架,旨在通过重新将7维共流环巢解释为硬件中心的数据和教学流问题,系统拆解七维共流环巢。我们的方法不是将环状网当作固定的计算结构,而是将其结构暴露为一套由硬件参数规范的空间和时间图解结构,这些参数包括:可编集元素分布、互连的地形和可重新配置。这种抽象化支持轻度、灵活地部署电流,而无需依靠重量转换或重新排序计划。我们运用了MAVAVIC acerator方法。我们详细介绍了MAVERC的变动操作情况,在可编程、可编程的节流操作框架中,在不改进POPS-LAFLTADRIDFLS 上,在不进行高的升级的升级和扩展中,在不使用中,这些格式上,这些框架将支持了高的升级数据流流流流数据流流式的升级,在S-LVGVGFIFLDFAFADFAV。","Md Rownak Hossain Chowdhury, Mostafizur Rahman",2025-07-27T21:33:34Z,Demystifying the 7-D Convolution Loop Nest for Data and Instruction   Streaming in Reconfigurable AI Accelerators,Entmystifizierung des 7-D-Konvolutionsschleifen-Nests für Daten- und Instruktionsstreaming in rekonfigurierbaren KI-Beschleunigern,解开重新配置 AI 加速器中数据和指示流7D 革命圈点的神秘化,http://arxiv.org/abs/2507.20420v1
13,"Data-intensive applications in data centers, especially machine learning (ML), have made the network a bottleneck, which in turn has motivated the development of more efficient network protocols and infrastructure. For instance, remote direct memory access (RDMA) has become the standard protocol for data transport in the cloud as it minimizes data copies and reduces CPU-utilization via host-bypassing. Similarly, an increasing amount of network functions and infrastructure have moved to accelerators, SmartNICs, and in-network computing to bypass the CPU. In this paper we explore the implementation and deployment of RoCE BALBOA, an open-source, RoCE v2-compatible, scalable up to hundreds of queue-pairs, and 100G-capable RDMA-stack that can be used as the basis for building accelerators and smartNICs. RoCE BALBOA is customizable, opening up a design space and offering a degree of adaptability not available in commercial products. We have deployed BALBOA in a cluster using FPGAs and show that it has latency and performance characteristics comparable to commercial NICs. We demonstrate its potential by exploring two classes of use cases. One involves enhancements to the protocol for infrastructure purposes (encryption, deep packet inspection using ML). The other showcases the ability to perform line-rate compute offloads with deep pipelines by implementing commercial data preprocessing pipelines for recommender systems that process the data as it arrives from the network before transferring it directly to the GPU. These examples demonstrate how BALBOA enables the exploration and development of SmartNICs and accelerators operating on network data streams.","数据中心的数据密集应用,特别是机器学习(ML),使网络成为瓶颈,这反过来推动了更有效的网络协议和基础设施的发展。例如,远程直接存储访问(RDMA)成为云中数据传输的标准协议,因为它最大限度地减少数据复制量,减少通过主机浏览使用CPU。同样,越来越多的网络功能和基础设施已经转向加速器、智能网络功能和基础设施以及绕过CPU的网络计算。在这份文件中,我们探索了RoCE BALBOA的安装和部署,这是一个开放源,RoCE V2可兼容,可扩缩至数百个排垫,以及100G可升级的RDMA堆成为云中数据传输的标准协议,可用作建立加速器和智能智能用户访问的基础。RoCE BALBOA是定制的,打开了设计空间,提供了商业产品中无法使用的适应度。我们利用FGAs的集群将BALBOA从透明流和性运行能力从透明管道转换到智能网络,我们用OrentalA的运行能力演示了ODRA的运行能力。我们用BROBA进行直接测试,用ORRA的进度展示了BRBRM的运行。我们使用了它的运行能力。","Maximilian Jakob Heer, Benjamin Ramhorst, Yu Zhu, Luhao Liu, Zhiyi Hu, Jonas Dann, Gustavo Alonso",2025-07-27T21:00:57Z,RoCE BALBOA: Service-enhanced Data Center RDMA for SmartNICs,RoCE BALBOA: Service-verstärktes Rechenzentrum RDMA für SmartNICs,RoCE BALBOA:增强服务数据中心,http://arxiv.org/abs/2507.20412v1
14,"Autonomous Delivery Vehicles (ADVs) are increasingly used for transporting goods in 5G network-enabled smart factories, with the compute-intensive localization module presenting a significant opportunity for optimization. We propose ACCESS-AV, an energy-efficient Vehicle-to-Infrastructure (V2I) localization framework that leverages existing 5G infrastructure in smart factory environments. By opportunistically accessing the periodically broadcast 5G Synchronization Signal Blocks (SSBs) for localization, ACCESS-AV obviates the need for dedicated Roadside Units (RSUs) or additional onboard sensors to achieve energy efficiency as well as cost reduction. We implement an Angle-of-Arrival (AoA)-based estimation method using the Multiple Signal Classification (MUSIC) algorithm, optimized for resource-constrained ADV platforms through an adaptive communication-computation strategy that dynamically balances energy consumption with localization accuracy based on environmental conditions such as Signal-to-Noise Ratio (SNR) and vehicle velocity. Experimental results demonstrate that ACCESS-AV achieves an average energy reduction of 43.09% compared to non-adaptive systems employing AoA algorithms such as vanilla MUSIC, ESPRIT, and Root-MUSIC. It maintains sub-30 cm localization accuracy while also delivering substantial reductions in infrastructure and operational costs, establishing its viability for sustainable smart factory environments.","自动运载工具(ADV)越来越多地用于5G网络型智能工厂的货物运输,计算密集的本地化模块为优化提供了重要的机会。我们建议AccES-AV,即节能车辆到基础设施(V2I)本地化框架,在智能工厂环境中利用现有的5G基础设施。通过利用机会访问定期广播的5G同步信号区(SSSB),实现本地化,ACCESS-AV避免了专用路边单位(RSU)或更多机载传感器以实现能源效率和降低成本的需要。我们采用多信号分类(MUSIC)算法,优化资源限制的ADV平台,根据信号到噪音比率(SNR)和车辆速度等环境条件,动态平衡能源消耗和本地化精度。实验结果表明,ACCS-AVSA实现了平均节能削减43.09 % ,而SIS-ISA系统则采用智能稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定等等系统下等系统等系统系统下运行等系统系统系统,实现了其下运行、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定等等等等等等等等等等等等等系统-系统-系统、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、稳定、","Rajat Bhattacharjya, Arnab Sarkar, Ish Kool, Sabur Baidya, Nikil Dutt",2025-07-27T19:44:07Z,ACCESS-AV: Adaptive Communication-Computation Codesign for Sustainable   Autonomous Vehicle Localization in Smart Factories,ACCESS-AV: Adaptive Kommunikations-Computation Codesign für nachhaltige autonome Fahrzeuglokalisierung in Smart Factories,ACCES-AV: 智能工厂可持续自主车辆本地化适应性通信-计算代码符号,http://arxiv.org/abs/2507.20399v1
15,"Edge AI deployments are becoming increasingly complex, necessitating energy-efficient solutions for resource-constrained embedded systems. Approximate computing, which allows for controlled inaccuracies in computations, is emerging as a promising approach for improving power and energy efficiency. Among the key techniques in approximate computing are approximate arithmetic operators (AxOs), which enable application-specific optimizations beyond traditional computer arithmetic hardware reduction-based methods, such as quantization and precision scaling. Existing design space exploration (DSE) frameworks for approximate computing limit themselves to selection-based approaches or custom synthesis at fixed abstraction levels, which restricts the flexibility required for finding application-specific optimal solutions. Further, the tools available for the DSE of AxOs are quite limited in terms of exploring different approximation models and extending the analysis to different granularities. To this end, we propose AxOSyn, an open-source framework for the DSE of AxOs that supports both selection and synthesis approaches at various abstraction levels. AxOSyn allows researchers to integrate custom methods for evaluating approximations and facilitates DSE at both the operator-level and application-specific. Our framework provides an effective methodology for achieving energy-efficient, approximate operators.","人工智能部署正变得越来越复杂,需要为资源限制的嵌入系统提供节能解决方案。近似计算(允许有控制的计算不准确)正在成为改善电力和能源效率的一个有希望的方法。近似计算的关键技术包括近似算术操作员(AxOs),它使得在传统的计算机算术硬件削减法方法(如量化和精确度缩放)之外,能够实现具体应用优化,超越传统的计算机算术硬件削减法(如量化和精确度缩放)。现有的估计计算的空间设计探索(DSE)框架限制在固定抽象级别上选择基于选择的方法或定制合成,这限制了寻找具体应用最佳解决方案所需的灵活性。此外,用于AxOsDSE的现有工具在探索不同的近似模型和将分析扩大到不同的微粒方面非常有限。为此,我们提议了AxOSyn,即支持不同抽象级别选择和合成方法的开放源框架。AxOSyn使研究人员能够将评估近似值的定制方法整合到操作员一级和具体应用的DSE。我们的框架提供了实现能源效率的有效方法。","Siva Satyendra Sahoo, Salim Ullah, Akash Kumar",2025-07-26T16:55:09Z,AxOSyn: An Open-source Framework for Synthesizing Novel Approximate   Arithmetic Operators,AxOSyn: Ein Open-Source-Framework zur Synthese von Romanen Ungefähre Arithmetische Operatoren,AxOSyn: 一个用于合成新奇近光亚学天文操作员的开放源码框架,http://arxiv.org/abs/2507.20007v1
16,"This work presents a perspective on addressing the underutilization of computing resources in FPGA SoC devices deployed in 5G radio and edge computing infrastructure. The initial step in this approach involves developing a resource management layer capable of dynamically migrating and scaling functions within these devices in response to contextual events. This layer serves as the foundation for designing a hierarchical, data-driven micro-orchestrator responsible for managing the lifecycle of functions in FPGA SoC devices. In this paper, the proposed resource management layer is utilized to reconfigure a function based on events identified by a computer vision edge application.","这项工作提出了解决在5G无线电和边缘计算基础设施中部署的FPGA SoC设备中计算资源利用不足问题的视角,这一方法的第一步是开发一个资源管理层,以便能够根据背景事件在这些设备中动态迁移和扩展功能,该层是设计一个管理FPGA SoC设备功能生命周期的分级、数据驱动微操作器的基础,在本文件中,拟议的资源管理层用于根据计算机视觉边缘应用程序确定的事件重新配置一个功能。","Nikolaos Bartzoudis, José Rubio Fernández, David López-Bueno, Antonio Román Villarroel",2025-07-26T14:24:39Z,A Scalable Resource Management Layer for FPGA SoCs in 6G Radio Units,Eine skalierbare Ressourcenverwaltungsschicht für FPGA-SoCs in 6G-Funkgeräten,6G无线电台FPGA SoCs可缩放资源管理层,http://arxiv.org/abs/2507.19963v1
17,"Industry adoption of chiplets has been increasing as a cost-effective option for making larger high-performance systems. Consequently, partitioning large systems into chiplets is increasingly important. In this work, we introduce ChipletPart - a cost-driven 2.5D system partitioner that addresses the unique constraints of chiplet systems, including complex objective functions, limited reach of inter-chiplet I/O transceivers, and the assignment of heterogeneous manufacturing technologies to different chiplets. ChipletPart integrates a sophisticated chiplet cost model with its underlying genetic algorithm-based technology assignment and partitioning methodology, along with a simulated annealing-based chiplet floorplanner. Our results show that: (i) ChipletPart reduces chiplet cost by up to 58% (20% geometric mean) compared to state-of-the-art min-cut partitioners, which often yield floorplan-infeasible solutions; (ii) ChipletPart generates partitions with up to 47% (6% geometric mean) lower cost as compared to the prior work Floorplet; and (iii) for the testcases we study, heterogeneous integration reduces cost by up to 43% (15% geometric mean) compared to homogeneous implementations. We also present case studies that show how changes in packaging or inter-chiplet signaling technologies can affect partitioning solutions. Finally, we make ChipletPart, the underlying chiplet cost model, and a chiplet testcase generator available as open-source tools for the community.","工业采用芯片作为一种具有成本效益的办法来建立更大型高性能系统,因此,将大型系统分割成芯片越来越重要。在这项工作中,我们引入了芯片部分 -- -- 由成本驱动的2.5D系统分割器,处理芯片系统的独特限制,包括复杂的客观功能,跨芯片I/O收发器的有限范围,以及向不同的芯片分配多种制造技术。芯片部分将精密的芯片成本模型与基于遗传算法的技术分配和分配方法相结合,同时采用模拟的芯片基底板板。我们的成果显示:(一) 芯片部分将芯片成本降低到58 % (20%的几何值平均值) ,与最先进的芯片系统分割器相比,它往往产生地板不可行的解决方案;(二) 芯片部分生成了高达47 % (6%的模型平均值) 与先前的基于基因算法的技术分配和分配方法相比,公开成本较低;以及(三) 测试室,基于我们的研究,混成的混成品整合将芯片成本降低到58%的芯片成本, 也影响我们目前的平质化测试模型研究。","Alexander Graening, Puneet Gupta, Andrew B. Kahng, Bodhisatta Pramanik, Zhiang Wang",2025-07-26T06:28:20Z,ChipletPart: Scalable Cost-Aware Partitioning for 2.5D Systems,ChipletPart: Skalierbare Kosten-Bewusst-Partitionierung für 2.5D-Systeme,ChipletPart: 2.5D 系统可缩放成本软件分割,http://arxiv.org/abs/2507.19819v1
18,"Major advancements in the capabilities of computer vision models have been primarily fueled by rapid expansion of datasets, model parameters, and computational budgets, leading to ever-increasing demands on computational infrastructure. However, as these models are deployed in increasingly diverse and resource-constrained environments, there is a pressing need for architectures that can deliver high performance while requiring fewer computational resources.   This dissertation focuses on architectural principles through which models can achieve increased performance while reducing their computational demands. We discuss strides towards this goal through three directions. First, we focus on data ingress and egress, investigating how information may be passed into and retrieved from our core neural processing units. This ensures that our models make the most of available data, allowing smaller architectures to become more performant. Second, we investigate modifications to the core neural architecture, applied to restricted attention in vision transformers. This section explores how removing uniform context windows in restricted attention increases the expressivity of the underlying neural architecture. Third, we explore the natural structures of Normalizing Flows and how we can leverage these properties to better distill model knowledge.   These contributions demonstrate that careful design of neural architectures can increase the efficiency of machine learning algorithms, allowing them to become smaller, faster, and cheaper.","计算机愿景模型能力的重大进步主要得益于数据集、模型参数和计算预算的迅速扩展,导致对计算基础设施的需求不断增加。然而,随着这些模型在日益多样化和资源紧张的环境中部署,迫切需要能够提供高性能的建筑,同时需要较少的计算资源。这一论文侧重于建筑原则,通过这些建筑原则,模型可以提高性能,同时减少其计算需求。我们从三个方向讨论实现这一目标的进展。首先,我们注重进进和进数据,研究如何将信息传递到核心神经处理器中,从而调查如何从核心神经处理器中检索信息。这确保了我们的模型能够充分利用现有数据,使较小结构变得更加实用。第二,我们研究核心神经结构的修改,将其应用于限制对视觉变异器的关注。本节探讨了在有限情况下消除统一的环境窗口如何提高基本神经结构的清晰度。第三,我们探索正常化流程的自然结构,以及我们如何利用这些属性更好地提取模型知识。这些贡献表明,谨慎地设计神经结构,使其更廉价,可以提高质量。",Steven Walton,2025-07-26T04:56:53Z,"Smaller, Faster, Cheaper: Architectural Designs for Efficient Machine   Learning","Kleiner, schneller, billiger: Architekturdesigns für effizientes maschinelles Lernen",更小、更快、更便宜:高效机械学习的建筑设计,http://arxiv.org/abs/2507.19795v1
19,"Automation of analog topology design is crucial due to customized requirements of modern applications with heavily manual engineering efforts. The state-of-the-art work applies a sequence-to-sequence approach and supervised finetuning on language models to generate topologies given user specifications. However, its circuit formulation is inefficient due to O(|V |2) token length and suffers from low precision sensitivity to numeric inputs. In this work, we introduce LaMAGIC2, a succinct float-input canonical formulation with identifier (SFCI) for language model-based analog topology generation. SFCI addresses these challenges by improving component-type recognition through identifier-based representations, reducing token length complexity to O(|V |), and enhancing numeric precision sensitivity for better performance under tight tolerances. Our experiments demonstrate that LaMAGIC2 achieves 34% higher success rates under a tight tolerance of 0.01 and 10X lower MSEs compared to a prior method. LaMAGIC2 also exhibits better transferability for circuits with more vertices with up to 58.5% improvement. These advancements establish LaMAGIC2 as a robust framework for analog topology generation.","模拟地形设计自动化至关重要,因为现代应用需要大量手工工程,因此模拟地形设计自动化至关重要。最先进的工作采用顺序到顺序的方法,对语言模型进行有监督的微调,以产生符合用户规格的地形。然而,由于O(V  2)象征性长度,电路配制效率低下,对数字输入的精确度低。在这项工作中,我们引入了LaMAGIC2, 一种简明的、具有基于语言模型的模拟地形生成识别标志(SFCI)的浮式输入式集成式配方。SFCI通过基于识别特征的表示方式改进部件类型识别,降低O(V ) 的象征性复杂性,提高数字精度,以便在紧紧的容度下提高性能。我们的实验表明,LaMAGIC2在0.0和10X较低的MSE的严格耐受容度下,取得了34%更高的成功率。LaMAGIC2还表明,具有更高程度58.5%改进的脊椎的电路路路的可转移性。这些进步使LAMAGIC2成为了最高生成结构的坚固框架。","Chen-Chia Chang, Wan-Hsuan Lin, Yikang Shen, Yiran Chen, Xin Zhang",2025-07-26T01:50:51Z,LaMAGIC2: Advanced Circuit Formulations for Language Model-Based Analog   Topology Generation,LaMAGIC2: Erweiterte Schaltungsformulierungen für sprachmodellbasierte analoge Topologie-Generierung,LaMAGIC2:语言模拟模拟模拟地形生成的先进电路配制,http://arxiv.org/abs/2506.10235v2
20,"This paper presents MCP4EDA, the first Model Context Protocol server that enables Large Language Models (LLMs) to control and optimize the complete open-source RTL-to-GDSII design flow through natural language interaction. The system integrates Yosys synthesis, Icarus Verilog simulation, OpenLane place-and-route, GTKWave analysis, and KLayout visualization into a unified LLM-accessible interface, enabling designers to execute complex multi-tool EDA workflows conversationally via AI assistants such as Claude Desktop and Cursor IDE. The principal contribution is a backend-aware synthesis optimization methodology wherein LLMs analyze actual post-layout timing, power, and area metrics from OpenLane results to iteratively refine synthesis TCL scripts, establishing a closed-loop optimization system that bridges the traditional gap between synthesis estimates and physical implementation reality. In contrast to conventional flows that rely on wire-load models, this methodology leverages real backend performance data to guide synthesis parameter tuning, optimization sequence selection, and constraint refinement, with the LLM functioning as an intelligent design space exploration agent. Experimental evaluation on representative digital designs demonstrates 15-30% improvements in timing closure and 10-20% area reduction compared to default synthesis flows, establishing MCP4EDA as the first practical LLM-controlled end-to-end open-source EDA automation system. The code and demo are avaiable at: http://www.agent4eda.com/","本文件介绍MCP4EDA,这是第一个使大语言模型(LLMS)能够通过自然语言互动控制和优化完整的开放源码 RTL-到GDSII设计流程的模拟背景协议服务器。该系统整合了Yosys合成、Icarus Verilog模拟、OpenLane place-and-route、GTKWave分析、KLayout可视化成一个统一的LLMM-可访问界面,使设计师能够通过诸如Claude桌面和Cursor IDE等AI助理进行复杂的多工具 EDA工作流程对话。主要贡献是一个后端综合优化合成优化方法,其中LMS分析OpenLane结果中的实际延期后时间、权力和地区指标,以迭接方式完善TCLOCR脚本,建立一个闭式优化系统与实际操作的LMM-S-S-SLA系统之间传统差距,与依赖线载模型的常规流动形成对照,这种方法利用真正的后端性业绩数据来指导合成参数的调整、优化序列选择选择和制约性改进,LM-20-20号合成系统作为智能的透明系统,在智能的LMA-ralde-ralde-ration-ral-rental 流中运行中运行中,测试中,将第15A 将自动演示流中,将自动演示的缩缩缩缩缩算。实验性分析。","Yiting Wang, Wanghao Ye, Yexiao He, Yiran Chen, Gang Qu, Ang Li",2025-07-25T17:16:26Z,MCP4EDA: LLM-Powered Model Context Protocol RTL-to-GDSII Automation with   Backend Aware Synthesis Optimization,MCP4EDA: LLM-Powered Model Context Protocol RTL-to-GDSII Automation mit Backend Aware Syntheseoptimierung,MCP4EDA: LLM 授权示范背景议定书RTL-GDSII,http://arxiv.org/abs/2507.19570v1
21,"Conventional large language models (LLMs) are equipped with dozens of GB to TB of model parameters, making inference highly energy-intensive and costly as all the weights need to be loaded to onboard processing elements during computation. Recently, the Mixture-of-Experts (MoE) architecture has emerged as an efficient alternative, promising efficient inference with less activated weights per token. Nevertheless, fine-grained MoE-based LLMs face several challenges: 1) Variable workloads during runtime create arbitrary GEMV-GEMM ratios that reduce hardware utilization, 2) Traditional MoE-based scheduling for LLM serving cannot fuse attention operations with MoE operations, leading to increased latency and decreased hardware utilization, and 3) Despite being more efficient than conventional LLMs, loading experts from DRAM still consumes significant energy and requires substantial DRAM bandwidth. Addressing these challenges, we propose: 1) A3D-MoE, a 3D Heterogeneous Integration system that employs state-of-the-art vertical integration technology to significantly enhance memory bandwidth while reducing Network-on-Chip (NoC) overhead and energy consumption. 2) A 3D-Adaptive GEMV-GEMM-ratio systolic array with V-Cache efficient data reuse and a novel unified 3D dataflow to solve the problem of reduced hardware utilization caused by arbitrary GEMV-GEMM ratios from different workloads, 3) A Hardware resource-aware operation fusion scheduler that fuses attention operations with MoE operations to enhance hardware performance, and 4) MoE Score-Aware HBM access reduction with even-odd expert placement that reduces DRAM access and bandwidth requirements. Our evaluation results indicate that A3D-MoE delivers significant performance enhancements, reducing latency by a factor of 1.8x to 2x and energy consumption by 2x to 4x, while improving throughput by 1.44x to 1.8x compared to the state-of-the-art.","常规的大型语言模型(LLMS)配备了数十GB到TB的模型参数,因此,在计算过程中,所有重量都需要加载到机上处理元素,因此,高耗能和昂贵的推论。最近,Mixture of Expert(MoE)架构(MO)已经成为一个高效的替代方案,有希望的高效推论,每个象征性的活性重量较低。然而,基于微调的MELMLM面临若干挑战:(1) 运行期间,工作负荷变化造成了任意的GEMV-GEM比率,降低了硬件利用率;(2) LLMME的传统基于M(M)的时间安排无法将注意力与2OE业务连接起来,导致延动了2ODLLO(LO)操作,导致LOFT-D(MI-D)运作效率提高,使OFLA-MA-RAL(O-IL)成本降低了我们OFLA-RLA(O)的运行效率。我们建议:(1) A3MD-O-SLO(OLI-I-RLI-LILO)的运行降低的运行要求,使得OLO-LILILO-LI-LILO-S-S-S-S-S-S-S-S-S-LILMLMLM-S-S-S-LD)降低了我们O-S-S-S-S-S-S-S-S-S-S-S-S-S-S-S-SLBLY的运行降低了我们的运行的运行要求,使A-S-S-S-S-S-S-LMLY-S-S-S-S-S-S-S-S-S-S-S-S-S-S-S-S-S-S-S-LMD-LMD-LMD-LMD-LMD-LMD-S-S-S-S-S-S-S-S-S-S-S-S-S-S-S-S-S-S-LID-S-S-S-S-S-S-LY-S-S-L","Wei-Hsing Huang, Janak Sharda, Cheng-Jhih Shih, Yuyao Kong, Faaiq Waqar, Pin-Jun Chen, Yingyan, Lin, Shimeng Yu",2025-07-25T10:26:01Z,A3D-MoE: Acceleration of Large Language Models with Mixture of Experts   via 3D Heterogeneous Integration,A3D-MoE: Beschleunigung großer Sprachmodelle mit Expertenmix über 3D Heterogene Integration,A3D-MOE:通过3D异变融合加速采用专家混合型大语言模式,http://arxiv.org/abs/2507.19142v1
