,abstract,abstract-zh,authors,date,title,title-de,title-zh,url
29,"Approximate nearest neighbor search (ANNS) in high-dimensional vector spaces has a wide range of real-world applications. Numerous methods have been proposed to handle ANNS efficiently, while graph-based indexes have gained prominence due to their high accuracy and efficiency. However, the indexing overhead of graph-based indexes remains substantial. With exponential growth in data volume and increasing demands for dynamic index adjustments, this overhead continues to escalate, posing a critical challenge. In this paper, we introduce Tagore, a fast library accelerated by GPUs for graph indexing, which has powerful capabilities of constructing refinement-based graph indexes such as NSG and Vamana. We first introduce GNN-Descent, a GPU-specific algorithm for efficient k-Nearest Neighbor (k-NN) graph initialization. GNN-Descent speeds up the similarity comparison by a two-phase descent procedure and enables highly parallelized neighbor updates. Next, aiming to support various k-NN graph pruning strategies, we formulate a universal computing procedure termed CFS and devise two generalized GPU kernels for parallel processing complex dependencies in neighbor relationships. For large-scale datasets exceeding GPU memory capacity, we propose an asynchronous GPU-CPU-disk indexing framework with a cluster-aware caching mechanism to minimize the I/O pressure on the disk. Extensive experiments on 7 real-world datasets exhibit that Tagore achieves 1.32x-112.79x speedup while maintaining the index quality.","在高维矢量空格中,近距离相邻搜索(ANNS)距离相近的高度矢量空格空间有范围广泛的真实世界应用。许多方法已经提出了高效处理 ANNS 的方法,而基于图形的指数因其高度精确和效率而变得更加突出。然而,基于图形的指数的指数间接计算仍然相当大。随着数据量的指数增长和对动态指数调整的需求的增加,这一间接计算继续上升,构成了一个严峻的挑战。在本文中,我们引入了Tagore,这是一个由GPUs加速的快速图形索引处理库,它具有建造以精细化为基础的图表指数(如NSG和Vamana)的强大能力。我们首先引入了GNN-DS-白度指数,这是GPS-N(k-NNN) 图形初始初始初始初始初始化。GNNNN-NS-Slex 快速化模型加速了相似性比较,从而能够支持各种 kNPS 图形调整战略。我们制定了一种通用的计算程序,称为CFSFS,并设计了两种通用GPU内内核的图形在邻居关系中平行的复杂处理 I- IM-C-C-C-C-Slodistre-C-C-C-C-C-C-st-stal 的软缩缩缩缩缩略图框架上,提出了一个大数据框架,以的G-C-C-C-C-C-C-C-C-C-C-C-C-C-PI-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-st-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-","Zhonggen Li, Xiangyu Ke, Yifan Zhu, Bocheng Yu, Baihua Zheng, Yunjun Gao",2025-08-13T01:39:03Z,Scalable Graph Indexing using GPUs for Approximate Nearest Neighbor   Search,Skalierbare Graphenindexierung mit GPUs für die annähernd nächste Nachbarschaftssuche,使用 GPUs 进行近邻搜索的可缩放图表索引,http://arxiv.org/abs/2508.08744v2
30,"Edge-cloud collaborative computing (ECCC) has emerged as a pivotal paradigm for addressing the computational demands of modern intelligent applications, integrating cloud resources with edge devices to enable efficient, low-latency processing. Recent advancements in AI, particularly deep learning and large language models (LLMs), have dramatically enhanced the capabilities of these distributed systems, yet introduce significant challenges in model deployment and resource management. In this survey, we comprehensive examine the intersection of distributed intelligence and model optimization within edge-cloud environments, providing a structured tutorial on fundamental architectures, enabling technologies, and emerging applications. Additionally, we systematically analyze model optimization approaches, including compression, adaptation, and neural architecture search, alongside AI-driven resource management strategies that balance performance, energy efficiency, and latency requirements. We further explore critical aspects of privacy protection and security enhancement within ECCC systems and examines practical deployments through diverse applications, spanning autonomous driving, healthcare, and industrial automation. Performance analysis and benchmarking techniques are also thoroughly explored to establish evaluation standards for these complex systems. Furthermore, the review identifies critical research directions including LLMs deployment, 6G integration, neuromorphic computing, and quantum computing, offering a roadmap for addressing persistent challenges in heterogeneity management, real-time processing, and scalability. By bridging theoretical advancements and practical deployments, this survey offers researchers and practitioners a holistic perspective on leveraging AI to optimize distributed computing environments, fostering innovation in next-generation intelligent systems.","此外,我们系统分析模型优化方法,包括压缩、适应和神经结构搜索,以及由AI驱动的资源管理战略,这些战略平衡业绩、能源效率和延时要求;我们进一步探索核心信息技术系统内隐私保护和加强安全的关键方面,并通过多种应用,跨越自主驱动、保健和工业自动化,审查实际部署情况;还透彻探讨业绩分析和基准制定技术,以便为这些复杂系统建立评价标准;此外,审查还确定了关键的研究方向,包括LLMS部署、6G整合、未来神经变迁计算和量子计算;在实际部署过程中,提供解决持续挑战的理论升级和升级分析;在实际部署过程中,提供一张路线图;在实际部署过程中,提供解决持续挑战的理论升级和升级分析;在实际部署过程中,从理论角度,从理论角度,从理论角度,从理论角度,从理论角度,从理论角度出发,从理论角度,从理论角度,从理论角度,从理论角度,从理论角度,从理论角度,从理论角度,从理论角度,从理论角度,从理论角度,从理论角度,从理论角度,从理论角度,从理论角度,从理论角度,从理论角度,走向,从研究,从理论角度,从理论角度,从研究,从理论角度,从理论角度,从理论角度,从理论角度,走向,从理论角度,从理论角度,从理论角度,从研究,从理论角度,从理论角度,从理论角度,从理论角度,到,从,从,从研究,走向,从研究,从理论角度,走向,从理论角度,从研究,从研究,到,从,从,从,从,从,从,从,从,从,从,从,从,从,从,从,从,从,从,从,从,从,从,从,从,到,从,从,从,从,从,从,到,从,从,从,从,从,从,从,从,从,到,从,从,从,从,从,从,从,从,到,从,从,从,从,从,从,从,从,从,从,从,从,从,从,从,到,从,从,从,从,从,从,从,从,从,从,到,从,从,从,从","Jing Liu, Yao Du, Kun Yang, Jiaqi Wu, Yan Wang, Xiping Hu, Zehua Wang, Yang Liu, Peng Sun, Azzedine Boukerche, Victor C. M. Leung",2025-08-12T16:02:52Z,Edge-Cloud Collaborative Computing on Distributed Intelligence and Model   Optimization: A Survey,Edge-Cloud Collaborative Computing on Distributed Intelligence und Modelloptimierung: Eine Umfrage,分布式情报和模式优化:调查,http://arxiv.org/abs/2505.01821v3
31,"Serving disaggregated large language models has been widely adopted in industrial practice for enhanced performance. However, too many tokens generated in decoding phase, i.e., occupying the resources for a long time, essentially hamper the cloud from achieving a higher throughput. Meanwhile, due to limited on-device resources, the time to first token (TTFT), i.e., the latency of prefill phase, increases dramatically with the growth on prompt length. In order to concur with such a bottleneck on resources, i.e., long occupation in cloud and limited on-device computing capacity, we propose to separate large language model between cloud and devices. That is, the cloud helps a portion of the content for each device, only in its prefill phase. Specifically, after receiving the first token from the cloud, decoupling with its own prefill, the device responds to the user immediately for a lower TTFT. Then, the following tokens from cloud are presented via a speed controller for smoothed TPOT (the time per output token), until the device catches up with the progress. On-device prefill is then amortized using received tokens while the resource usage in cloud is controlled. Moreover, during cloud prefill, the prompt can be refined, using those intermediate data already generated, to further speed up on-device inference. We implement such a scheme P/D-Device, and confirm its superiority over other alternatives. We further propose an algorithm to decide the best settings. Real-trace experiments show that TTFT decreases at least 60%, maximum TPOT is about tens of milliseconds, and cloud throughput increases by up to 15x.","在工业实践中,为提高性能而广泛采用分类的大型语言模型。然而,在解码阶段产生的太多符号,即长时间占用资源,基本上阻碍云层达到更高的输送量。与此同时,由于有限的在设备上的资源,时间到第一标记(TTFT),即预充期的延缓度,随着快速增长而急剧增加。为了与这种资源瓶颈一致,即在云层中长期占用时间和在设计计算能力上有限,我们提议在云层和装置之间分离大型语言模型。也就是说,云层有助于每个装置的一部分内容,只是在其预充填阶段。具体地说,由于从云层接收第一个信号,即时间到第一标记(TTFTFT),设备会立即对用户做出更低的延迟反应。随后,云层的代谢通过速度控制器显示,直到设备进一步赶上进度为止。在云层前的预置前期,在使用这些控制性数据时,可以使用快速的更新数据显示。在所接收的云层中,在更新前,在更新过程中,在更新过程中可以显示,在不断更新的数据显示,在更新。","Yibo Jin, Yixu Xu, Yue Chen, Chengbin Wang, Tao Wang, Jiaqi Huang, Rongfei Zhang, Yiming Dong, Yuting Yan, Ke Cheng, Yingjie Zhu, Shulan Wang, Qianqian Tang, Shuaishuai Meng, Guanxin Cheng, Ze Wang, Shuyan Miao, Ketao Wang, Wen Liu, Yifan Yang, Tong Zhang, Anran Wang, Chengzhou Lu, Tiantian Dong, Yongsheng Zhang, Zhe Wang, Hefei Guo, Hongjie Liu, Wei Lu, Zhengyong Zhang",2025-08-12T15:56:29Z,P/D-Device: Disaggregated Large Language Model between Cloud and Devices,P/D-Device: Disaggregiertes Large Language Model zwischen Cloud und Geräten,P/D-设备:云和装置之间分解的大语言模型,http://arxiv.org/abs/2508.09035v1
32,"The recently released Ultra Ethernet (UE) 1.0 specification defines a transformative High-Performance Ethernet standard for future Artificial Intelligence (AI) and High-Performance Computing (HPC) systems. This paper, written by the specification's authors, provides a high-level overview of UE's design, offering crucial motivations and scientific context to understand its innovations. While UE introduces advancements across the entire Ethernet stack, its standout contribution is the novel Ultra Ethernet Transport (UET), a potentially fully hardware-accelerated protocol engineered for reliable, fast, and efficient communication in extreme-scale systems. Unlike InfiniBand, the last major standardization effort in high-performance networking over two decades ago, UE leverages the expansive Ethernet ecosystem and the 1,000x gains in computational efficiency per moved bit to deliver a new era of high-performance networking.","最近发布的超以太网(UE)1.0规格定义了未来人工智能(AI)和高性能计算(HPC)系统的变革性高性能以太网高标准。 本文由该规格的作者撰写,对UE的设计提供了高层次概览,为理解其创新提供了关键的动机和科学背景。 虽然UE在整个以太网堆中引入了进步,但其突出贡献是新颖的超以太网运输(UET ) , 这是一种潜在的完全硬件加速协议,为极端规模系统的可靠、快速和高效的通信设计。 与20年前在高性能网络中进行的最后一次重大标准化努力InfiniBand不同, UE利用扩张以太网生态系统和每移动的计算效率1 000x收益,以提供高性能网络的新时代。","Torsten Hoefler, Karen Schramm, Eric Spada, Keith Underwood, Cedell Alexander, Bob Alverson, Paul Bottorff, Adrian Caulfield, Mark Handley, Cathy Huang, Costin Raiciu, Abdul Kabbani, Eugene Opsasnick, Rong Pan, Adee Ran, Rip Sohan",2025-08-12T12:52:49Z,Ultra Ethernet's Design Principles and Architectural Innovations,Designprinzipien und architektonische Innovationen von Ultra Ethernet,以太网的《设计原则》和建筑创新,http://arxiv.org/abs/2508.08906v1
33,"Blockchains are widely recognized for their immutability, which provides robust guarantees of data integrity and transparency. However, this same feature poses significant challenges in real-world situations that require regulatory compliance, correction of erroneous data, or removal of sensitive information. Redactable blockchains address the limitations of traditional ones by enabling controlled, auditable modifications to blockchain data, primarily through cryptographic mechanisms such as chameleon hash functions and alternative redaction schemes. This report examines the motivations for introducing redactability, surveys the cryptographic primitives that enable secure edits, and analyzes competing approaches and their shortcomings. Special attention is paid to the practical deployment of redactable blockchains in private settings, with discussions of use cases in healthcare, finance, Internet of drones, and federated learning. Finally, the report outlines further challenges, also in connection with reversible computing, and the future potential of redactable blockchains in building law-compliant, trustworthy, and scalable digital infrastructures.","安全链链因其不可移动性而得到广泛承认,这为数据的完整性和透明度提供了强有力的保障;然而,这一特征在现实世界形势下构成重大挑战,需要监管合规、纠正错误数据或删除敏感信息; 可重现的链条解决传统链条的局限性,主要是通过色素散列功能和替代性编辑计划等加密机制,对链条数据进行有控制、可审计的修改;本报告审查了引入可变性的动机,调查了允许安全编辑的加密原始系统,并分析了相互竞争的方法及其缺点;特别注意在私人环境中实际部署可重现的链条,讨论保健、金融、无人机互联网和联结学习方面的使用案例;最后,报告概述了进一步的挑战,包括可重现的计算机,以及今后在建设符合法律、可信赖和可缩缩缩的数字基础设施方面,可重现的链条子的潜力。","Federico Calandra, Marco Bernardo, Andrea Esposito, Francesco Fabris",2025-08-12T12:40:28Z,Redactable Blockchains: An Overview,Redactable Blockchains: Eine Übersicht,可折射的块链链:概览,http://arxiv.org/abs/2508.08898v1
34,"AI inference workflows are typically structured as a pipeline or graph of AI programs triggered by events. As events occur, the AIs perform inference or classification tasks under time pressure to respond or take some action. Standard techniques that reduce latency in other streaming settings (such as caching and optimization-driven scheduling) are of limited value because AI data access patterns (models, databases) change depending on the triggering event: a significant departure from traditional streaming. In this work, we propose a novel affinity grouping mechanism that makes it easier for developers to express application-specific data access correlations, enabling coordinated management of data objects in server clusters hosting streaming inference tasks. Our proposals are thus complementary to other approaches such as caching and scheduling. Experiments confirm the limitations of standard techniques, while showing that the proposed mechanism is able to maintain significantly lower latency as workload and scale-out increase, and yet requires only minor code changes.","AI推定工作流程通常以事件引发的AI程序管道或图解的形式构建。随着事件发生,AIs在时间压力下执行推论或分类任务,以便作出反应或采取某些行动。降低其他流环境(如缓存和优化驱动的排期)的潜伏的标准技术价值有限,因为AI数据访问模式(模型、数据库)随触发事件而变化:与传统流流有很大不同。在这项工作中,我们提议了一个新型的近距离分组机制,使开发者更容易表达具体应用数据访问的关联,从而能够协调管理服务器集群中的数据对象,从而能够对流传和排期等其他方法进行补充。实验证实了标准技术的局限性,同时表明拟议的机制能够随着工作量和规模的扩大而保持显著的低温,但只需要稍小的代码修改。","Thiago Garrett, Weijia Song, Roman Vitenberg, Ken Birman",2025-08-12T10:43:55Z,Keep Your Friends Close: Leveraging Affinity Groups to Accelerate AI   Inference Workflows,"Halten Sie Ihre Freunde in der Nähe: Affinity-Gruppen nutzen, um KI-Inferenz-Workflows zu beschleunigen",保持朋友的亲密关系:利用亲密关系小组加快AI的推论工作流程,http://arxiv.org/abs/2312.11488v2
35,"We design a deterministic compiler that makes any computation in the Congested Clique model robust to a constant fraction $\alpha<1$ of adversarial crash faults. In particular, we show how a network of $n$ nodes can compute any circuit of depth $d$, width $\omega$, and gate total fan $\Delta$, in $d\cdot\lceil\frac{\omega}{n^2}+\frac{\Delta}{n}\rceil\cdot 2^{O(\sqrt{\log{n}}\log\log{n})}$ rounds in such a faulty model. As a corollary, any $T$-round Congested Clique algorithm can be compiled into an algorithm that completes in $T^2 n^{o(1)}$ rounds in this model.   Our compiler obtains resilience to node crashes by coding information across the network, where we leverage locally-decodable codes (LDCs) to maintain a low complexity overhead, as these allow recovering the information needed at each computational step by querying only small parts of the codeword.   The main technical contribution is that because erasures occur in known locations, which correspond to crashed nodes, we can derandomize classical LDC constructions by deterministically selecting query sets that avoid sufficiently many erasures. Moreover, when decoding multiple codewords in parallel, our derandomization load-balances the queries per-node, thereby preventing congestion and maintaining a low round complexity.   Deterministic decoding of LDCs presents a new challenge: the adversary can target precisely the (few) nodes that are queried for decoding a certain codeword. We overcome this issue via an adaptive doubling strategy: if a decoding attempt for a codeword fails, the node doubles the number of its decoding attempts. Similarly, when the adversary crashes the decoding node itself, we replace it dynamically with two other non-crashed nodes. By carefully combining these two doubling processes, we overcome the challenges posed by the combination of a deterministic LDC with a worst case pattern of crashes.","我们设计了一个确定式的编译器, 使得在Congested Clique 模型中, 任何计算都能够快速到一个固定的分数 $\alpha < 1$, 对抗性崩溃断层。 特别是, 我们展示了一个由$nddes组成的网络如何计算任何深度电路 $d$, 宽 $\ omega$, 和 Gate总粉丝 $\ Delta$ delta$, 以 $ddcdocco=oga2\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\","Keren Censor-Hillel, Orr Fischer, Ran Gelles, Pedro Soto",2025-08-12T08:33:28Z,"Two for One, One for All: Deterministic LDC-based Robust Computation in   Congested Clique","Zwei für eins, eins für alle: Deterministische LDC-basierte Robuste Berechnung in überlasteter Clique","一对二,一对人人:以最不发达国家为主的决定性最不发达国家强力计算,《Congested clique》",http://arxiv.org/abs/2508.08740v1
36,"Efficient deployment of a pre-trained LLM to a cluster with multiple servers is a critical step for providing fast responses to users' queries. The recent success of Mixture-of-Experts (MoE) LLMs raises the question of how to deploy them efficiently, considering their underlying structure. During the inference in MoE LLMs, only a small part of the experts is selected to process a given token. Moreover, in practice, the experts' load is highly imbalanced. For efficient deployment, one has to distribute the model across a large number of servers using a model placement algorithm. Thus, to improve cluster utilization, the model placement algorithm has to take into account the network topology. This work focuses on the efficient topology-aware placement of the pre-trained MoE LLMs in the inference stage. We propose an integer linear program (ILP) that determines the optimal placement of experts, minimizing the expected number of transmissions. Due to the internal structure, this optimization problem can be solved with a standard ILP solver. We demonstrate that ILP-based placement strategy yields lower network traffic than competitors for small-scale (DeepSeekMoE~16B) and large-scale (DeepSeek-R1~671B) models.","将经过事先训练的LLM 有效部署到拥有多个服务器的集群中是迅速回答用户询问的关键步骤。 专家混合(MOE)LLM最近的成功提出了如何有效部署他们的问题, 考虑到其基本结构。 在MOE LLM 中,只有一小部分专家被选中处理给定的标牌。 此外,在实践中,专家的负荷高度不平衡。 为了高效部署,必须使用模型定位算法将模型分布在众多的服务器上。 因此,为了提高集集利用,模型配置算法必须考虑到网络的地形学。 这项工作的重点是将经过训练的MOE LLMs有效地放在感应阶段。 我们提议一个整数线性程序(ILP)来决定专家的最佳位置,最大限度地减少预期的传输数量。 由于内部结构,这种优化问题可以用标准的 ILP 解算法解决。 我们表明,基于 ILP 的配置战略使得小型B1级的大型B级模型的网络流量比竞争者要低。","Danil Sivtsov, Aleksandr Katrutsa, Ivan Oseledets",2025-08-12T07:08:48Z,Cluster Topology-Driven Placement of Experts Reduces Network Traffic in   MoE Inference,Cluster Topologie-getriebene Platzierung von Experten reduziert Netzwerkverkehr in MoE-Inferenz,聚类地形――分散地安置专家减少教育部的网络交通流量,http://arxiv.org/abs/2508.09229v1
37,"Federated learning enables distributed training with private data of clients, but its convergence is hindered by data and system heterogeneity in realistic communication scenarios. Most existing system heterogeneous FL schemes utilize global pruning or ensemble distillation, yet they often overlook typical constraints required for communication efficiency. Meanwhile, deep ensembles can aggregate predictions from individually trained models to improve performance, but current ensemble-based FL methods fall short in fully capturing the diversity of model predictions. In this work, we propose SHEFL, a global ensemble-based federated learning framework suited for clients with diverse computational capacities. We allocate different numbers of global models to clients based on their available resources. We further introduce a novel aggregation scheme that accounts for bias between clients with different computational capabilities. To reduce the computational burden of training deep ensembles and mitigate data bias, we dynamically adjust the resource ratio across clients - aggressively reducing the influence of underpowered clients in constrained scenarios, while increasing their weight in the opposite case. Extensive experiments demonstrate that our method effectively addresses computational heterogeneity, significantly improving both fairness and overall performance compared to existing approaches.","联邦学习有助于利用客户的私人数据进行分布式培训,但这种融合受到现实通信情景中的数据和系统差异性的影响。大多数现有系统差异式的FL计划使用全球剪裁或混合蒸馏法,但往往忽视通信效率所需的典型限制。与此同时,深层组合可以将个人培训模型的预测汇总起来,以提高绩效,但目前基于整体的FL方法不足以充分捕捉模型预测的多样性。在这项工作中,我们提议SHEFL,这是一个全球混合联合学习框架,适合具有不同计算能力的客户。我们根据客户的现有资源,为客户分配不同数目的全球模型。我们进一步引入一个新的综合计划,考虑到不同计算能力的客户之间的偏差。为了减少培训深度集合的计算负担和减轻数据偏差,我们动态地调整客户的资源比率,积极减少能力不足的客户在有限情况下的影响,同时增加它们的重量。广泛的实验表明,我们的方法有效地解决了计算差异性,大大改进了公平性和总体业绩与现有方法相比较。","Keumseo Ryum, Jinu Gong, Joonhyuk Kang",2025-08-12T01:40:46Z,SHEFL: Resource-Aware Aggregation and Sparsification in Heterogeneous   Ensemble Federated Learning,SHEFL: Ressourcenschonende Aggregation und Sparsifizierung im Heterogenen Ensemble Federated Learning,SHELL:在异基因集合一体的联邦学习中的资源-软件聚合和分化,http://arxiv.org/abs/2508.08552v1
38,"The exponential growth in demand for GPU computing resources has created an urgent need for automated CUDA optimization strategies. While recent advances in LLMs show promise for code generation, current SOTA models achieve low success rates in improving CUDA speed. In this paper, we introduce CUDA-L1, an automated reinforcement learning framework for CUDA optimization that employs a novel contrastive RL algorithm.   CUDA-L1 achieves significant performance improvements on the CUDA optimization task: trained on A100, it delivers an average speedup of x3.12 with a median speedup of x1.42 against default baselines over across all 250 CUDA kernels of KernelBench, with peak speedups reaching x120. In addition to the default baseline provided by KernelBench, CUDA-L1 demonstrates x2.77 over Torch Compile, x2.88 over Torch Compile with reduce overhead, x2.81 over CUDA Graph implementations, and remarkably x7.72 over cuDNN libraries. Furthermore, the model also demonstrates portability across different GPU architectures.   Beyond these benchmark results, CUDA-L1 demonstrates several properties: it 1) discovers a variety of CUDA optimization techniques and learns to combine them strategically to achieve optimal performance; 2) uncovers fundamental principles of CUDA optimization, such as the multiplicative nature of optimizations; 3) identifies non-obvious performance bottlenecks and rejects seemingly beneficial optimizations that actually harm performance. The capabilities demonstrate that, RL can transform an initially poor-performing LLM into an effective CUDA optimizer through speedup-based reward signals alone, without human expertise or domain knowledge. This paradigm opens possibilities for automated optimization of CUDA operations, and holds promise to substantially promote GPU efficiency and alleviate the rising pressure on GPU computing resources.","对GPU计算资源需求的急剧增长导致迫切需要CUDA优化战略的自动化增长。虽然LLM公司最近的进展显示,在代码生成方面有希望,但目前的SOTA模型在提高CUDA速度方面成功率较低。在本文件中,我们引入CUDA-L1,一个CUDA-L1, 一个CUDA-L1优化的自动强化学习框架,采用新的对比RL算法算法。CUDA-L1在CUDA优化任务上取得了显著的业绩改进:在A100上培训,平均速度为x3.12,比CUDA所有250个CNelBench内库的默认基线平均速度为x1.42,而目前的CUDA内存速度则达到x120。除了KernelBench、CUDA-L1提供的默认基线基线外,CUDA-L1还展示了托尔法的默认基准基线,从而可以使GUDA的运行和COUD Orestal Studyal dal 。","Xiaoya Li, Xiaofei Sun, Albert Wang, Jiwei Li, Chris Shum",2025-08-12T00:12:38Z,CUDA-L1: Improving CUDA Optimization via Contrastive Reinforcement   Learning,CUDA-L1: Verbesserung der CUDA-Optimierung durch kontrastives Verstärkungslernen,CUDA-L1:通过反竞争强化学习改进CUDA优化,http://arxiv.org/abs/2507.14111v6
39,"This paper addresses key challenges in task scheduling for multi-tenant distributed systems, including dynamic resource variation, heterogeneous tenant demands, and fairness assurance. An adaptive scheduling method based on reinforcement learning is proposed. By modeling the scheduling process as a Markov decision process, the study defines the state space, action space, and reward function. A scheduling policy learning framework is designed using Proximal Policy Optimization (PPO) as the core algorithm. This enables dynamic perception of complex system states and real-time decision-making. Under a multi-objective reward mechanism, the scheduler jointly optimizes task latency, resource utilization, and tenant fairness. The coordination between the policy network and the value network continuously refines the scheduling strategy. This enhances overall system performance. To validate the effectiveness of the proposed method, a series of experiments were conducted in multi-scenario environments built using a real-world public dataset. The experiments evaluated task latency control, resource efficiency, policy stability, and fairness. The results show that the proposed method outperforms existing scheduling approaches across multiple evaluation metrics. It demonstrates strong stability and generalization ability. The proposed scheduling framework provides practical and engineering value in policy design, dynamic resource modeling, and multi-tenant service assurance. It effectively improves scheduling efficiency and resource management in distributed systems under complex conditions.","本文讨论了在多租户分布式系统的任务时间安排方面的主要挑战,包括动态资源差异、不同租户要求和公平保证。提出了基于强化学习的适应性时间安排方法。通过将时间安排程序建模成马尔科夫决策程序,研究界定了国家空间、行动空间和奖励功能。一个时间安排政策学习框架的设计采用“优化政策优化”(PPPO)作为核心算法。这有利于对复杂系统状态和实时决策的动态认识。在一个多目标奖励机制下,调度器联合优化了任务延迟、资源利用和租户公平性。政策网络和价值网络之间的协调不断完善了时间安排战略。这提高了整个系统的业绩。为验证拟议方法的有效性,在使用真实世界公共数据集构建的多景环境里进行了一系列实验。实验评估了任务定位控制、资源效率、政策稳定性和公正性。结果显示,拟议的方法超越了多种评价指标的现有时间安排方法的优化了现有做法。它显示了强大的稳定性和总体化能力。这提高了整个系统的总体系统绩效。为验证拟议时间安排框架提供了在动态政策设计中的实际和动态资源管理下有效的分配效率。","Xiaopei Zhang, Xingang Wang, Xin Wang",2025-08-11T23:34:31Z,A Reinforcement Learning-Driven Task Scheduling Algorithm for   Multi-Tenant Distributed Systems,Eine verstärkte lernorientierte Aufgabenplanung für Multi-Tenant-Verteilte Systeme,多重分布式系统强化学习驱动任务表,http://arxiv.org/abs/2508.08525v1
40,"Accurate and adaptive network throughput prediction is essential for latency-sensitive and bandwidth-intensive applications in 5G and emerging 6G networks. However, most existing methods rely on centralized training with uniformly collected data, limiting their applicability in heterogeneous mobile environments with non-IID data distributions. This paper presents the first comprehensive benchmarking of federated learning (FL) strategies for throughput prediction in realistic 5G edge scenarios. We evaluate three aggregation algorithms - FedAvg, FedProx, and FedBN - across four time-series architectures: LSTM, CNN, CNN+LSTM, and Transformer, using five diverse real-world datasets. We systematically analyze the effects of client heterogeneity, cohort size, and history window length on prediction performance. Our results reveal key trade-offs among model complexities, convergence rates, and generalization. It is found that FedBN consistently delivers robust performance under non-IID conditions. On the other hand, LSTM and Transformer models outperform CNN-based baselines by up to 80% in R2 scores. Moreover, although Transformers converge in half the rounds of LSTM, they require longer history windows to achieve a high R2, indicating higher context dependence. LSTM is, therefore, found to achieve a favorable balance between accuracy, rounds, and temporal footprint. To validate the end-to-end applicability of the framework, we have integrated our FL-based predictors into a live adaptive streaming pipeline. It is seen that FedBN-based LSTM and Transformer models improve mean QoE scores by 11.7% and 11.4%, respectively, over FedAvg, while also reducing the variance. These findings offer actionable insights for building scalable, privacy-preserving, and edge-aware throughput prediction systems in next-generation wireless networks.","准确和适应性网络吞吐量的预测对于5G和新兴6G网络的透明、敏感和带宽密集应用5G和新兴的6G网络的透明化应用至关重要。然而,大多数现有方法依赖集中培训,使用统一收集的数据,限制其在非IID数据分布的复杂移动环境中的可应用性。本文展示了在现实的5G边缘假设情景下用于传输预测的联邦化学习(FL)战略的第一个全面基准。我们评估了四种时间序列结构:LSTM、CNN、CNN+LSTM和变异器,使用五种不同的真实世界数据集。我们系统地分析客户异质性、组群大小和历史窗口长度对预测性能的影响。我们的结果显示,在现实的5G边缘假设情景下,FDBN(FL) 组合算出三种组合算法 — FedAvg,FSTM和变异性变异性模型比基于CNNM的流值基线,在R2分数中达到80 %。此外,虽然变异的客户在半轮的客户变异性变异性内部,LS, 需要更精确的LTMLT,这些算法,这些算法在历史系统中发现,这些变数中,这些变更精确到RTMLT。","Yuvraj Dutta, Soumyajit Chatterjee, Sandip Chakraborty, Basabdatta Palit",2025-08-11T21:27:40Z,Benchmarking Federated Learning for Throughput Prediction in 5G Live   Streaming Applications,Benchmarking Federated Learning for Throughput Prediction in 5G Live Streaming Anwendungen,5G活流流应用中输量预测的联邦学习基准基准,http://arxiv.org/abs/2508.08479v1
